ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
17.88686,5.917553,7.169144,4.204778,4.995225,16.39525,0.2791612,33.69139,24.60106,,ACCELERATE
16.40882,5.817907,7.470735,4.203753,4.99625,16.39627,0.2791607,35.16675,24.7001,,ACCELERATE
14.8799,5.626247,8.133695,4.20272,4.997283,16.39731,0.2791614,36.69561,24.80274,,ACCELERATE
13.64411,5.414983,9.172586,4.184238,5.020631,16.38986,0.2791604,38.16924,24.90169,,LEFT_ACCELERATE
13.52199,5.411948,9.267268,4.167384,5.034901,16.29359,0.2791661,39.64668,25.00121,,LEFT_ACCELERATE
14.48698,5.739686,8.078856,4.252639,4.953975,16.0064,0.2791905,41.13253,25.10309,,LEFT_ACCELERATE
16.5219,6.494801,6.592257,4.516306,4.765086,15.48316,0.2792112,42.5104,25.20246,,LEFT_ACCELERATE
18.9706,7.661153,5.342408,5.012434,4.448728,14.70758,0.2792121,43.76442,25.30195,,LEFT_ACCELERATE
-1,8.829042,4.375875,5.662842,3.953703,13.71424,0.2791963,44.90543,25.40391,,LEFT_ACCELERATE
-1,9.556556,3.660759,6.270583,3.338406,12.66652,0.2791802,45.89428,25.50074,,LEFT_ACCELERATE
-1,9.677045,3.173102,6.716314,2.721433,11.5479,0.2791688,46.90235,25.60187,,ACCELERATE
19.07137,9.447245,2.944308,6.994666,2.292411,10.46326,0.2791635,47.92283,25.70186,,ACCELERATE
17.62374,9.099051,2.972335,7.149551,2.065896,9.400335,0.2791603,48.95638,25.80141,,ACCELERATE
16.17272,8.658865,3.348771,7.178462,2.027052,8.35261,0.2791609,49.99617,25.90051,,ACCELERATE
14.99383,8.21484,4.148713,7.099788,2.15399,7.255639,0.2791603,51.07265,26.00371,,LEFT_ACCELERATE
14.89118,8.005178,4.652623,6.959583,2.313396,6.131294,0.2791708,52.02583,26.10282,,LEFT_ACCELERATE
16.27367,8.070965,4.429069,6.844696,2.394847,4.872141,0.2791941,52.83031,26.20344,,LEFT_ACCELERATE
-1,8.510964,3.735255,6.856222,2.341524,3.505437,0.2792153,53.39183,26.30309,,LEFT_ACCELERATE
-1,9.299918,3.00667,7.063363,2.152931,2.068214,0.2792147,53.68164,26.40206,,LEFT_ACCELERATE
-1,10.26537,2.380444,7.416917,1.844421,0.582539,0.2792003,53.73426,26.50231,,LEFT_ACCELERATE
-1,11.27084,1.862055,7.792507,1.479698,-0.9061491,0.2791825,53.63153,26.60263,,LEFT_ACCELERATE
-1,11.80424,1.526864,8.071138,1.165159,-2.384712,0.2791699,53.48817,26.7024,,ACCELERATE
-1,11.96353,1.347166,8.224525,0.9893345,-3.852553,0.2791635,53.37688,26.80125,,ACCELERATE
-1,12.08463,1.227332,8.311902,0.8915399,-5.359234,0.2791627,53.28965,26.90258,,ACCELERATE
-1,12.18117,1.132625,8.380856,0.8225067,-6.831137,0.2791604,53.22069,27.00151,,ACCELERATE
-1,12.26411,1.05199,8.439499,0.763815,-8.305575,0.27916,53.16185,27.10058,,ACCELERATE
-1,12.33283,0.9783384,8.493308,0.7098225,-9.835662,0.2791606,53.10831,27.20337,,RIGHT_ACCELERATE
-1,11.88656,1.000109,8.501552,0.6990651,-11.30655,0.279166,53.10192,27.30217,,RIGHT_ACCELERATE
-1,10.77818,1.318045,8.41475,0.8349726,-12.79925,0.27918,53.24244,27.40303,,RIGHT_ACCELERATE
-1,9.80348,1.991025,8.204084,1.149535,-14.25081,0.2791759,53.53962,27.50264,,RIGHT_ACCELERATE
-1,9.277914,2.659626,7.884513,1.501087,-15.66562,0.2791654,53.87958,27.60034,,ACCELERATE
-1,8.872396,3.270908,7.538796,1.846501,-17.14339,0.2791615,54.21757,27.70212,,ACCELERATE
19.00267,8.495722,3.838598,7.21703,2.167742,-18.5773,0.2791605,54.53167,27.80068,,ACCELERATE
17.46721,8.103498,4.40938,6.893723,2.490683,-20.07312,0.2791598,54.85003,27.90335,,ACCELERATE
15.97303,7.68716,5.081264,6.584007,2.800154,-21.52041,0.2791601,55.15223,28.00261,,ACCELERATE
14.47297,7.215654,6.270976,6.276281,3.107708,-22.99082,0.2791602,55.45539,28.1034,,ACCELERATE
12.989,6.697018,9.739895,5.974004,3.439008,-24.43119,0.2791602,55.74984,28.2021,,ACCELERATE
11.817,6.20151,-1,5.645102,3.833058,-25.91538,0.2791605,56.02906,28.30353,,LEFT_ACCELERATE
11.4965,5.910844,-1,5.31492,4.129838,-27.35486,0.2791724,56.18141,28.40088,,LEFT_ACCELERATE
11.95289,5.85549,-1,5.043943,4.284887,-28.85608,0.2791964,56.13335,28.50204,,LEFT_ACCELERATE
13.24152,6.13228,8.988677,4.953233,4.265929,-30.27772,0.279213,55.82876,28.60007,,LEFT_ACCELERATE
14.77255,6.641195,6.79691,5.074535,4.125821,-31.66665,0.2792082,55.24345,28.70175,,LEFT_ACCELERATE
15.66623,7.096486,5.933507,5.314585,3.901376,-32.93262,0.2791907,54.47922,28.80132,,LEFT_ACCELERATE
15.56068,7.26568,5.71491,5.544331,3.668642,-34.1441,0.2791768,53.61671,28.90123,,LEFT_ACCELERATE
15.85941,7.499789,5.348851,5.738235,3.467711,-35.31583,0.2791757,52.65985,29.00295,,LEFT_ACCELERATE
17.29259,8.067599,4.539843,6.019652,3.222557,-36.33772,0.2791975,51.56485,29.10382,,LEFT_ACCELERATE
19.06208,8.765502,3.77828,6.396997,2.890009,-37.14705,0.2791981,50.36916,29.20105,,LEFT_ACCELERATE
-1,9.222303,3.237818,6.789018,2.489125,-37.86293,0.279183,49.01837,29.30383,,LEFT_ACCELERATE
-1,9.19643,3.016292,7.052248,2.169917,-38.51581,0.2791691,47.68856,29.40332,,LEFT_ACCELERATE
-1,9.151605,2.918457,7.206219,1.991673,-39.13622,0.2791649,46.37577,29.50085,,LEFT_ACCELERATE
-1,9.193611,2.795632,7.344918,1.85607,-39.69225,0.2791659,44.9598,29.60305,,LEFT_ACCELERATE
-1,8.873962,3.047755,7.37821,1.835341,-40.21216,0.2791627,43.56506,29.70299,,ACCELERATE
-1,8.409509,3.736308,7.302732,1.97985,-40.74892,0.2791616,42.18906,29.80216,,ACCELERATE
18.72697,7.873976,5.032623,7.125735,2.275508,-41.30163,0.2791623,40.81446,29.90163,,LEFT_ACCELERATE
18.627,7.400055,6.035815,6.836248,2.656453,-41.83533,0.2791609,39.43848,30.00074,,LEFT_ACCELERATE
-1,7.237511,5.942113,6.478521,2.968406,-42.2569,0.2791759,38.01107,30.10084,,LEFT_ACCELERATE
-1,7.621629,5.16689,6.190232,3.106886,-42.47317,0.2791977,36.53853,30.20109,,LEFT_ACCELERATE
