ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521032,6.489736,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,6.520921,6.489841,4.611082,4.588919,15.98893,0.2756897,3.10501,0.4119482,ACCELERATE
-1,6.52092,6.489844,4.611079,4.588922,15.98893,0.2757088,3.105009,0.4291619,ACCELERATE
-1,6.520917,6.489847,4.611077,4.588924,15.98893,0.2757148,3.105009,0.4358346,ACCELERATE
-1,6.520914,6.489849,4.611075,4.588926,15.98893,0.2757426,3.105009,0.51118,ACCELERATE
-1,6.520905,6.489857,4.611071,4.588931,15.98894,0.2757455,3.105009,0.6049555,ACCELERATE
-1,6.520902,6.489863,4.611066,4.588935,15.98894,0.2757442,3.105009,0.7012758,ACCELERATE
-1,6.520892,6.48987,4.611061,4.58894,15.98895,0.2757441,3.105009,0.803396,ACCELERATE
-1,6.520888,6.489877,4.611056,4.588945,15.98895,0.2757435,3.105009,0.9037193,ACCELERATE
-1,6.520878,6.489883,4.611052,4.58895,15.98896,0.2757432,3.105011,1.004803,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105011,1.100877,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757454,3.105011,1.201105,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757452,3.105011,1.302587,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757448,3.105011,1.403134,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757449,3.105011,1.500832,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757447,3.105011,1.601251,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757443,3.105011,1.702461,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757449,3.105011,1.80347,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757445,3.105011,1.902691,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757446,3.105011,2.003654,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757442,3.105011,2.102588,ACCELERATE
-1,6.520881,6.489884,4.611051,4.588951,15.98896,0.2757452,3.105011,2.202217,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105011,2.300832,ACCELERATE
-1,6.520881,6.489886,4.611051,4.588951,15.98896,0.2757439,3.105011,2.405365,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105011,2.500595,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757449,3.105011,2.600439,ACCELERATE
-1,6.520881,6.489886,4.611051,4.588951,15.98896,0.2757447,3.105011,2.702919,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757449,3.105011,2.801955,ACCELERATE
-1,6.520881,6.489886,4.611051,4.588951,15.98896,0.2757449,3.105011,2.902026,ACCELERATE
-1,6.520881,6.489886,4.611051,4.588951,15.98896,0.2757445,3.105011,3.004564,ACCELERATE
