ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.521032,6.489736,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,6.520921,6.489841,4.611082,4.588919,15.98893,0.2757173,3.10501,0.4387036,ACCELERATE
-1,6.520922,6.489846,4.611078,4.588923,15.98893,0.2757286,3.105009,0.4575993,ACCELERATE
-1,6.520917,6.489847,4.611077,4.588924,15.98893,0.275731,3.105009,0.4627745,ACCELERATE
-1,6.520916,6.489851,4.611075,4.588926,15.98893,0.2757421,3.105009,0.5054544,ACCELERATE
-1,6.52091,6.489856,4.611072,4.58893,15.98894,0.2757455,3.105009,0.6097252,ACCELERATE
-1,6.520902,6.489863,4.611066,4.588935,15.98894,0.2757448,3.105013,0.7034917,ACCELERATE
-1,6.520892,6.48987,4.611061,4.58894,15.98895,0.2757437,3.105013,0.8025142,ACCELERATE
-1,6.520888,6.489877,4.611056,4.588945,15.98895,0.275744,3.105013,0.9028636,ACCELERATE
-1,6.520883,6.489882,4.611053,4.588949,15.98896,0.2757445,3.105013,1.001156,ACCELERATE
-1,6.520881,6.489883,4.61105,4.588952,15.98896,0.2757431,3.105013,1.10256,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757438,3.105013,1.201965,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.275743,3.105013,1.304699,ACCELERATE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.275743,3.105013,1.401769,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.502325,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105013,1.600076,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.701914,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105013,1.80291,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.902147,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105013,2.000989,ACCELERATE
-1,6.520881,6.489885,4.611051,4.588951,15.98896,0.2757432,3.105013,2.102189,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757453,3.105014,2.202504,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757451,3.105013,2.300349,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757448,3.105013,2.402864,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105013,2.500971,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757447,3.105013,2.603525,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757449,3.105013,2.700441,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105013,2.802664,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757448,3.105013,2.902483,ACCELERATE
-1,6.52088,6.489885,4.611051,4.588951,15.98896,0.2757448,3.105013,3.001895,ACCELERATE
-1,6.520905,6.489861,4.611048,4.588953,15.98896,0.2757255,3.146005,3.103776,ACCELERATE
-1,6.52096,6.489804,4.61104,4.588961,15.98897,0.2757058,3.321814,3.200855,ACCELERATE
-1,6.521033,6.489735,4.611033,4.588968,15.98898,0.2756982,3.654253,3.303995,ACCELERATE
-1,6.521177,6.489585,4.611005,4.588996,15.98897,0.2852339,4.105408,3.403832,ACCELERATE
-1,6.521416,6.489355,4.611074,4.588927,15.98893,0.2778047,4.659767,3.501221,ACCELERATE
-1,6.521537,6.489232,4.611134,4.588868,15.98886,0.2800354,5.364264,3.603445,ACCELERATE
-1,6.52169,6.489078,4.611206,4.588795,15.9888,0.2788475,6.158938,3.702961,ACCELERATE
-1,6.521904,6.488867,4.611277,4.588725,15.98872,0.279357,7.057225,3.803173,ACCELERATE
-1,6.522096,6.488675,4.611361,4.588641,15.98864,0.279103,8.065424,3.905376,ACCELERATE
-1,6.522333,6.48844,4.611453,4.588548,15.98854,0.2792309,9.076788,4.000437,ACCELERATE
-1,6.522598,6.488174,4.61157,4.588431,15.98843,0.279132,10.2199,4.101296,ACCELERATE
-1,6.522908,6.487868,4.611711,4.588291,15.98829,0.2791765,11.43159,4.202581,ACCELERATE
-1,6.523245,6.48753,4.611874,4.588128,15.98812,0.2791528,12.66591,4.301239,ACCELERATE
-1,6.52361,6.487163,4.612058,4.587944,15.98794,0.2791653,13.96108,4.400959,ACCELERATE
-1,6.524019,6.486756,4.612267,4.587734,15.98773,0.279157,15.29935,4.500776,ACCELERATE
-1,6.524463,6.486305,4.61251,4.587492,15.98749,0.2791615,16.70255,4.60264,ACCELERATE
-1,6.524917,6.48585,4.612756,4.587245,15.98723,0.2791572,18.08317,4.700624,ACCELERATE
-1,6.525462,6.485313,4.613058,4.586944,15.98694,0.2791594,19.51623,4.800414,ACCELERATE
-1,6.526023,6.484751,4.613377,4.586625,15.98661,0.2791577,20.99287,4.901568,ACCELERATE
-1,6.526642,6.48414,4.613733,4.586269,15.98626,0.279158,22.49996,5.003379,ACCELERATE
-1,6.52726,6.483513,4.614094,4.585907,15.9859,0.2791594,23.94883,5.100659,ACCELERATE
-1,6.527952,6.482835,4.614501,4.5855,15.98549,0.279161,25.48291,5.20365,ACCELERATE
-1,6.528621,6.48216,4.614906,4.585095,15.98508,0.2791601,26.92353,5.300367,ACCELERATE
-1,6.541963,6.468981,4.616067,4.583955,15.98363,0.2791595,28.42674,5.401285,LEFT_ACCELERATE
-1,6.892646,6.160969,4.666644,4.541667,15.93425,0.2791613,29.90606,5.500706,LEFT_ACCELERATE
-1,7.169412,5.934093,4.777502,4.437758,15.82708,0.279161,31.41767,5.602452,ACCELERATE
-1,7.28033,5.798634,4.878639,4.336651,15.72695,0.27916,32.89542,5.70189,ACCELERATE
19.67259,7.272381,5.716012,4.973803,4.241445,15.63177,0.2791602,34.37497,5.801423,ACCELERATE
18.19337,7.162961,5.772799,5.066027,4.149195,15.53992,0.2791592,35.855,5.900976,ACCELERATE
16.74916,6.972942,6.029642,5.144225,4.060347,15.44944,0.2791597,37.33521,6.000535,LEFT_ACCELERATE
16.15655,6.959568,6.094999,5.2201,3.985144,15.30579,0.2791612,38.85647,6.103189,LEFT_ACCELERATE
15.67591,6.97876,6.128156,5.311648,3.886688,15.06378,0.2791637,40.30408,6.201778,LEFT_ACCELERATE
14.54639,6.754398,6.765715,5.336443,3.864532,14.78931,0.2791616,41.76839,6.301808,LEFT_ACCELERATE
14.36887,6.754807,6.845973,5.350825,3.853452,14.42702,0.2791675,43.21075,6.401785,LEFT_ACCELERATE
14.61718,6.897543,6.501488,5.41328,3.783955,13.90544,0.2791764,44.59832,6.501488,LEFT_ACCELERATE
14.59844,6.980683,6.383491,5.501054,3.698476,13.26834,0.2791789,45.929,6.600671,LEFT_ACCELERATE
15.50206,7.343335,5.606214,5.65475,3.556212,12.45904,0.2791971,47.18518,6.701274,LEFT_ACCELERATE
17.39911,8.083499,4.562188,5.951799,3.311655,11.46037,0.2792146,48.26752,6.800573,LEFT_ACCELERATE
19.58437,8.998053,3.65182,6.416288,2.934766,10.26523,0.2792061,49.16545,6.901396,LEFT_ACCELERATE
-1,9.714687,2.963128,6.91654,2.458192,8.962816,0.2791908,49.89528,7.00187,LEFT_ACCELERATE
-1,9.946137,2.496783,7.307275,1.996556,7.621546,0.2791741,50.54354,7.101934,LEFT_ACCELERATE
-1,9.708638,2.324825,7.537219,1.686726,6.268447,0.2791643,51.21032,7.203237,ACCELERATE
19.69625,9.330326,2.440962,7.614963,1.584906,4.972154,0.279162,51.88493,7.301359,ACCELERATE
18.23252,8.846805,2.936717,7.580861,1.662721,3.644718,0.2791605,52.599,7.402558,ACCELERATE
16.80924,8.311357,3.95393,7.446042,1.900402,2.368315,0.279161,53.29976,7.500319,ACCELERATE
15.29781,7.685068,6.154082,7.200192,2.314135,1.023268,0.2791598,54.0478,7.603647,LEFT_ACCELERATE
14.66715,7.143174,7.910514,6.835636,2.790671,-0.2502551,0.2791603,54.72993,7.700669,LEFT_ACCELERATE
15.78583,6.756538,7.942054,6.394149,3.22037,-1.628627,0.2791675,55.32899,7.801725,LEFT_ACCELERATE
16.03532,6.332484,8.43612,6.018661,3.654118,-3.008386,0.2791671,55.81993,7.90008,LEFT_ACCELERATE
14.69016,5.783347,9.656472,5.609851,4.194055,-4.441152,0.2791609,56.32899,8.002167,ACCELERATE
13.56011,5.240594,10.72085,5.099141,4.730102,-5.863673,0.279161,56.84299,8.103717,LEFT_ACCELERATE
14.85012,4.908196,10.35628,4.529119,5.089556,-7.287229,0.2791648,57.27757,8.203753,LEFT_ACCELERATE
-1,4.939977,9.038769,4.133188,5.22018,-8.731493,0.2791878,57.53722,8.302523,LEFT_ACCELERATE
-1,5.608697,7.438871,4.040616,5.161041,-10.2271,0.2792099,57.55396,8.403354,LEFT_ACCELERATE
-1,6.985378,6.229141,4.305542,4.969911,-11.65583,0.2792042,57.318,8.500936,LEFT_ACCELERATE
-1,8.948607,5.290359,4.827342,4.627809,-13.09832,0.2791854,56.88808,8.602195,LEFT_ACCELERATE
-1,10.67343,4.585517,5.400413,4.164781,-14.49128,0.2791733,56.39194,8.701507,LEFT_ACCELERATE
-1,11.36732,4.064502,5.877125,3.666493,-15.88599,0.2791649,55.92149,8.800369,RIGHT_ACCELERATE
-1,10.8583,3.769114,6.177492,3.220065,-17.36547,0.2791765,55.54464,8.903032,RIGHT_ACCELERATE
-1,10.14523,3.683111,6.323964,2.96299,-18.81615,0.2791718,55.33202,9.001604,RIGHT_ACCELERATE
-1,9.98124,3.519643,6.47362,2.796471,-20.30985,0.2791643,55.17099,9.102481,ACCELERATE
-1,9.874156,3.31392,6.637059,2.633025,-21.7613,0.2791596,55.0085,9.200535,ACCELERATE
-1,9.678622,3.135581,6.810625,2.458373,-23.25677,0.2791609,54.8351,9.301603,ACCELERATE
19.33039,9.401937,3.071292,6.946364,2.289583,-24.74518,0.2791598,54.65851,9.402229,ACCELERATE
17.86887,9.059673,3.170217,7.011646,2.187535,-26.21668,0.2791611,54.48051,9.501738,LEFT_ACCELERATE
17.02318,8.884214,3.260912,7.044101,2.154159,-27.70114,0.2791618,54.2524,9.60262,LEFT_ACCELERATE
15.77359,8.522939,3.621992,7.041612,2.176433,-29.1764,0.2791601,53.96933,9.703478,ACCELERATE
14.34673,8.032163,4.58051,6.946216,2.327479,-30.59019,0.2791607,53.70152,9.80008,ACCELERATE
12.93661,7.471008,-1,6.752996,2.630745,-32.05758,0.2791599,53.42435,9.900338,LEFT_ACCELERATE
12.14602,7.031204,-1,6.468436,2.984465,-33.51638,0.2791649,53.07773,10.0011,LEFT_ACCELERATE
12.04612,6.798264,-1,6.161984,3.248645,-34.91171,0.2791859,52.57027,10.10103,LEFT_ACCELERATE
12.7366,6.813332,-1,5.935539,3.373527,-36.20988,0.2792109,51.83941,10.20144,LEFT_ACCELERATE
13.91523,7.04961,6.865733,5.872314,3.35638,-37.32775,0.2792105,50.8962,10.30009,LEFT_ACCELERATE
14.82158,7.285343,5.960487,5.934087,3.277095,-38.30212,0.2791953,49.77264,10.40027,LEFT_ACCELERATE
14.8953,7.318464,5.936224,6.008588,3.203072,-39.18855,0.2791797,48.53551,10.50254,LEFT_ACCELERATE
13.81857,6.999716,7.325764,6.008568,3.272914,-40.04669,0.2791675,47.30042,10.60354,ACCELERATE
12.4031,6.51185,13.02339,5.866264,3.548126,-40.92347,0.2791635,46.09592,10.70358,ACCELERATE
11.0679,5.961943,19.64487,5.601519,3.997522,-41.80404,0.279161,44.91614,10.80242,LEFT_ACCELERATE
10.52052,5.509497,17.89005,5.218444,4.441167,-42.64603,0.2791626,43.68298,10.90276,LEFT_ACCELERATE
11.21545,5.260245,13.46907,4.820315,4.723112,-43.33931,0.2791849,42.36505,11.00298,LEFT_ACCELERATE
14.794,5.294621,10.01159,4.541704,4.797105,-43.80534,0.2792114,40.95964,11.10279,LEFT_ACCELERATE
-1,5.642035,7.941642,4.479878,4.736417,-44.00251,0.279208,39.51217,11.20131,LEFT_ACCELERATE
-1,6.27129,6.770851,4.594995,4.604723,-43.98315,0.2791935,37.99731,11.30333,LEFT_ACCELERATE
-1,6.88849,6.145001,4.748925,4.453964,-43.84631,0.2791761,36.52893,11.40241,LEFT_ACCELERATE
-1,7.197803,5.871201,4.900692,4.305676,-43.69923,0.2791674,35.04292,11.50269,ACCELERATE
-1,7.362244,5.71749,5.015284,4.190907,-43.58533,0.2791623,33.554,11.60296,ACCELERATE
-1,7.494727,5.593419,5.10768,4.098365,-43.49274,0.2791623,32.05376,11.70388,RIGHT_ACCELERATE
-1,7.358091,5.667772,5.158065,4.042297,-43.44281,0.2791635,30.60505,11.80124,RIGHT_ACCELERATE
-1,7.132275,5.857721,5.133756,4.067727,-43.46887,0.2791623,29.07343,11.90411,ACCELERATE
-1,7.085419,5.906031,5.101381,4.100146,-43.50056,0.2791601,27.61629,12.00195,ACCELERATE
-1,7.042848,5.950212,5.070558,4.130964,-43.53135,0.2791615,26.12249,12.10226,ACCELERATE
-1,7.001958,5.992652,5.04092,4.160594,-43.56062,0.2791585,24.6441,12.20153,ACCELERATE
-1,6.962545,6.033531,5.012383,4.189127,-43.58929,0.2791609,23.15475,12.30154,ACCELERATE
-1,6.924055,6.07347,4.984547,4.216958,-43.61715,0.2791591,21.6781,12.40069,ACCELERATE
-1,6.884961,6.113997,4.956293,4.245208,-43.6454,0.2791602,20.15901,12.50269,ACCELERATE
-1,6.847071,6.153308,4.928916,4.272582,-43.67266,0.27916,18.67877,12.60208,ACCELERATE
-1,6.80895,6.19283,4.901382,4.300112,-43.70036,0.2791608,17.16443,12.70377,ACCELERATE
-1,6.772437,6.230689,4.875009,4.326481,-43.72672,0.2791598,15.7165,12.80099,ACCELERATE
-1,6.735225,6.269275,4.848133,4.353355,-43.75356,0.2791596,14.23605,12.9004,ACCELERATE
-1,6.697354,6.308535,4.820787,4.380698,-43.78082,0.2791593,12.72854,13.00162,ACCELERATE
-1,6.659919,6.347329,4.793773,4.407709,-43.80766,0.27916,11.24126,13.10149,ACCELERATE
-1,6.622348,6.386288,4.766645,4.434834,-43.83486,0.2791604,9.730653,13.20292,ACCELERATE
-1,6.585717,6.424245,4.740203,4.461274,-43.86179,0.2791606,8.233356,13.30345,ACCELERATE
-1,6.548648,6.462664,4.713449,4.488025,-43.88813,0.2791593,6.76649,13.40195,ACCELERATE
-1,6.511962,6.500675,4.68697,4.514502,-43.91464,0.2791594,5.288882,13.50116,ACCELERATE
-1,6.475158,6.538828,4.660398,4.54107,-43.94119,0.2791592,3.807243,13.60065,ACCELERATE
-1,6.438124,6.577192,4.633671,4.567795,-43.96806,0.2791609,2.305856,13.70145,ACCELERATE
-1,6.401389,6.615253,4.607161,4.594303,-43.99436,0.2791605,0.8352246,13.8002,ACCELERATE
-1,6.363861,6.65415,4.58007,4.62139,-44.02142,0.2791591,-0.679146,13.90188,ACCELERATE
-1,6.326947,6.692383,4.553431,4.648027,-44.04801,0.2791605,-2.169363,14.00194,ACCELERATE
-1,6.290373,6.730273,4.527039,4.674416,-44.07429,0.2791597,-3.643116,14.1009,ACCELERATE
-1,6.252957,6.769019,4.500041,4.701412,-44.10134,0.2791598,-5.161549,14.20286,ACCELERATE
-1,6.217113,6.806161,4.474168,4.727282,-44.1273,0.2791599,-6.620554,14.30082,ACCELERATE
-1,6.179448,6.845163,4.44699,4.754457,-44.15452,0.2791599,-8.151254,14.4036,ACCELERATE
-1,6.142794,6.883123,4.420545,4.7809,-44.18097,0.2791601,-9.639817,14.50355,ACCELERATE
-1,6.106324,6.920898,4.394238,4.807205,-44.20718,0.2791599,-11.11721,14.60275,ACCELERATE
-1,6.069966,6.958545,4.367999,4.833441,-44.23341,0.2791595,-12.59646,14.70208,ACCELERATE
-1,6.033613,6.996192,4.341771,4.859666,-44.25966,0.2791604,-14.0779,14.80155,ACCELERATE
-1,5.997565,7.033518,4.315765,4.88567,-44.28568,0.2791598,-15.54773,14.90024,ACCELERATE
